tree_id,legal_status,species,address,site_order,site_info,caretaker,date,dbh,plot_size,latitude,longitude
86344,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2363 25th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,12/18/2006,3.0,3x3,37.74347936,-122.4822505
219808,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,522 Douglass St,2.0,Sidewalk: Curb side : Cutout,Private,5/27/1998,13.0,Width 3ft,37.7550261,-122.4389266
29197,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3001X Ortega St,4.0,Sidewalk: Curb side : Cutout,DPW,3/18/2006,3.0,3X3,37.75145675,-122.4956573
82351,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,195 Dublin St,3.0,Sidewalk: Curb side : Cutout,Private,6/4/2008,4.0,3x3,37.71708793,-122.4274318
115755,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,30 Brunswick St,1.0,Sidewalk: Curb side : Cutout,Private,2/24/2016,3.0,,37.71191656,-122.4386809
24443,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1900 03rd St,23.0,Sidewalk: Curb side : Cutout,DPW,3/11/2007,3.0,3X3,37.76490768,-122.3890518
165665,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,14 Vasquez Ave,1.0,Sidewalk: Curb side : Cutout,Private,1/26/2018,3.0,3x3,37.74640388,-122.4573832
86030,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1334 28th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,1/12/2007,3.0,3x3,37.7624647,-122.4866505
92419,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1522 38th Ave,1.0,Sidewalk: Curb side : Cutout,Private,7/29/2009,1.0,3x3,37.75846871,-122.4971135
44476,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,295 Harvard St,1.0,Sidewalk: Curb side : Cutout,Private,6/2/2008,6.0,3x3,37.72604936,-122.4203509
68654,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,222 07th Ave,1.0,Sidewalk: Curb side : Cutout,Private,6/8/2008,10.0,3x3,37.78427125,-122.4655102
90623,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2930 Cabrillo St,1.0,Sidewalk: Curb side : Cutout,DPW,2/18/2008,3.0,3x3,37.77424235,-122.4903177
41243,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,727 De Haro St,1.0,Sidewalk: Curb side : Cutout,Private,12/2/1999,11.0,3x3,37.76061062,-122.4010838
12937,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,6668X 03rd St,4.0,Sidewalk: Curb side : Cutout,Private,10/1/2012,12.0,3X3,37.71858863,-122.3978642
89742,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1131 Anza St,1.0,Sidewalk: Curb side : Cutout,DPW,2/11/2008,3.0,3x3,37.77918667,-122.4604422
108401,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,1180 York St,1.0,Sidewalk: Curb side : Cutout,Private,12/19/2014,3.0,3x3,37.75317255,-122.4082891
73498,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1545 Ortega St,1.0,Sidewalk: Curb side : Cutout,Private,4/22/1995,6.0,,37.75212469,-122.4804122
81839,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1299X Larkin St,5.0,Sidewalk: Curb side : Cutout,DPW for City Agency,12/20/2007,4.0,3x3,37.78971294,-122.4191947
53215,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,770 Arkansas St,1.0,Sidewalk: Curb side : Cutout,Private,1/11/1997,12.0,,37.75638202,-122.3979814
87697,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,699X Junipero Serra Blvd,12.0,Sidewalk: Curb side : Cutout,PUC,1/18/2008,3.0,3x3,37.72684986,-122.4719566
86039,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1293 28th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,1/12/2007,6.0,3x3,37.76329857,-122.4868511
88497,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1701 Lane St,3.0,Sidewalk: Curb side : Cutout,Private,7/18/2008,4.0,3x3,37.73141335,-122.3901481
92299,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1583 22nd Ave,2.0,Sidewalk: Curb side : Cutout,Private,7/27/2009,4.0,3x3,37.75814713,-122.4800444
255396,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,48 Peralta Ave,1.0,Sidewalk: Curb side : Cutout,Private,5/17/2018,3.0,3x3,37.74797911,-122.4059693
32736,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,918 Capitol Ave,1.0,Sidewalk: Curb side : Cutout,Private,10/11/2007,8.0,3x3,37.71858666,-122.4591266
89471,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3828 Anza St,1.0,Sidewalk: Curb side : Cutout,DPW,3/21/2008,3.0,3x3,37.77801207,-122.4892006
79095,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2194 36th Ave,1.0,Sidewalk: Curb side : Cutout,Private,7/29/2009,3.0,3x3,37.74610084,-122.494094
39286,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,399X Treat Ave,1.0,Sidewalk: Curb side : Cutout,Private,12/21/1998,8.0,3x3,37.76460553,-122.4131317
159895,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,29 Niagara Ave,1.0,Sidewalk: Curb side : Cutout,Private,11/10/2018,3.0,Width 0ft,37.71600465,-122.4423175
24459,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,1199X Junipero Serra Blvd,3.0,Sidewalk: Curb side : Cutout,PUC,1/18/2008,3.0,3x3,37.71715493,-122.472485
30098,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,400X Brotherhood Way,2.0,Sidewalk: Curb side : Cutout,DPW,3/10/2007,3.0,,37.71153939,-122.4630663
253102,Planning Code 138.1 required,Arbutus 'Marina' :: Hybrid Strawberry Tree,3000x Irving St,2.0,Sidewalk: Curb side : Cutout,Private,7/25/2017,3.0,3x3,37.76313979,-122.4901334
89224,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,2721 Harrison St,1.0,Sidewalk: Curb side : Cutout,Private,7/16/2009,3.0,4x20,37.75389639,-122.4119729
213163,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,142 Granada Ave,1.0,Sidewalk: Curb side : Cutout,Private,5/9/2017,3.0,3x3,37.72086227,-122.45709
74742,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1335 Griffith St,8.0,Sidewalk: Curb side : Cutout,Private,6/13/1998,9.0,,37.72678752,-122.380329
78313,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,514 Russia Ave,1.0,Sidewalk: Curb side : Cutout,Private,8/12/2000,5.0,,37.71948776,-122.432932
87620,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,800X Junipero Serra Blvd,23.0,Sidewalk: Curb side : Cutout,DPW,1/18/2008,3.0,3x3,37.72420094,-122.4723634
92448,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2079 46th Ave,1.0,Sidewalk: Curb side : Cutout,Private,7/30/2009,4.0,3x3,37.74778915,-122.5051361
89439,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3000X Anza St,1.0,Sidewalk: Curb side : Cutout,DPW,3/19/2008,9.0,3x3,37.77843366,-122.4804672
82198,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2011 20th Ave,1.0,Sidewalk: Curb side : Cutout,Private,10/29/2007,4.0,3x3,37.75017441,-122.4773437
41575,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,19 16th Ave,1.0,Sidewalk: Curb side : Cutout,Private,5/17/2000,6.0,3x3,37.78660586,-122.4756145
52431,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2542 Fillmore St,1.0,Sidewalk: Curb side : Cutout,Private,12/22/2005,7.0,,37.79311792,-122.4346123
256881,Planning Code 138.1 required,Arbutus 'Marina' :: Hybrid Strawberry Tree,3075 25th Ave,1.0,Sidewalk: Property side : Yard,Private,12/21/2018,3.0,3x10,37.73149662,-122.4809934
96565,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,790X Mansell St,6.0,Sidewalk: Curb side : Cutout,Private,4/21/2011,3.0,3x100,37.71987267,-122.4083298
48420,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2277 Green St,1.0,Sidewalk: Curb side : Cutout,Private,7/25/2002,6.0,,37.79594848,-122.4363688
26136,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1500 Oakdale Ave,6.0,Sidewalk: Curb side : Cutout,DPW,4/4/2014,3.0,5x5,37.73362161,-122.3884874
258442,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,2671 46th Ave,,Sidewalk: Curb side : Cutout,Private,5/14/2019,3.0,3x3,37.736737,-122.5043361
85092,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,73 Commonwealth Ave,2.0,Sidewalk: Curb side : Cutout,Private,7/10/2008,4.0,3x3,37.78458972,-122.4558531
47510,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,54X Cayuga Ave,1.0,Sidewalk: Curb side : Cutout,Private,3/27/2017,3.0,3x3,37.73158339,-122.4295272
11728,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,900X Junipero Serra Blvd,3.0,Sidewalk: Curb side : Cutout,DPW,3/27/2000,3.0,2x3,37.72157896,-122.4724557
29165,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3311 Ortega St,12.0,Sidewalk: Curb side : Cutout,DPW,3/18/2006,3.0,3x3,37.75130663,-122.4989724
89384,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1400X Anza St,1.0,Sidewalk: Curb side : Cutout,DPW,2/6/2008,3.0,3x3,37.779192,-122.4631121
11322,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,1216X Ingalls St,13.0,Sidewalk: Curb side : Cutout,Private,5/18/1993,0.0,3X3,37.73066535,-122.3815802
29202,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2002X 41st Ave,16.0,Sidewalk: Curb side : Cutout,DPW,3/18/2006,3.0,3X3,37.74938507,-122.4996918
25357,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,826 Geneva Ave,1.0,Sidewalk: Curb side : Cutout,Private,6/27/1996,30.0,3X3,37.71737239,-122.4419218
89645,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3201 Anza St,1.0,Sidewalk: Curb side : Cutout,DPW,3/21/2008,3.0,3x3,37.77816801,-122.482918
86242,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2326 25th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,12/15/2006,3.0,3x3,37.74410331,-122.4821361
89726,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1453 Anza St,1.0,Sidewalk: Curb side : Cutout,DPW,2/8/2008,3.0,3x3,37.77905844,-122.4636374
50431,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3015 Pacific Ave,1.0,Sidewalk: Curb side : Cutout,Private,10/9/2003,12.0,,37.79196201,-122.4450865
71606,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,182 Wilson St,1.0,Sidewalk: Curb side : Cutout,Private,9/30/1995,13.0,,37.70889206,-122.4607831
52567,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1571 40th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1/12/2006,6.0,,37.75750733,-122.4993471
204905,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,130 Westwood Dr,2.0,Sidewalk: Curb side : Cutout,Private,4/23/2003,4.0,Width 2ft,37.72829833,-122.4590462
114577,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3610 Washington St,1.0,Sidewalk: Curb side : Cutout,Private,1/21/2016,30.0,3x3,37.78933497,-122.4526104
86014,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1600X 28th Ave,2.0,Sidewalk: Curb side : Cutout,DPW,1/4/2007,3.0,3x3,37.75748929,-122.4863088
67968,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2618 Balboa St,1.0,Sidewalk: Curb side : Cutout,Private,3/22/1993,8.0,,37.77626067,-122.4870501
52931,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,30 Theresa St,1.0,Sidewalk: Curb side : Cutout,Private,8/3/2006,11.0,,37.72810819,-122.4330532
29206,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2002X 41st Ave,12.0,Sidewalk: Curb side : Cutout,DPW,3/18/2006,3.0,3X3,37.74938507,-122.4996918
51602,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,695 Paris St,1.0,Sidewalk: Curb side : Cutout,Private,5/9/2007,6.0,,37.71787747,-122.4377511
89459,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3530 Anza St,1.0,Sidewalk: Curb side : Cutout,DPW,3/21/2008,3.0,3x3,37.77816643,-122.4862641
37863,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,150 Naples St,1.0,Sidewalk: Curb side : Cutout,Private,10/25/2007,10.0,3x3,37.72629273,-122.4272022
82969,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,243 London St,1.0,Sidewalk: Curb side : Cutout,Private,12/3/2005,8.0,,37.72517558,-122.433301
86456,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2270 27th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,12/28/2006,3.0,3x3,37.74511753,-122.4843619
86554,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1815 27th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,12/28/2006,6.0,3x3,37.75347921,-122.4851015
92286,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1535 21st Ave,2.0,Sidewalk: Curb side : Cutout,Private,7/27/2009,3.0,3x3,37.759013,-122.4790238
34720,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,5208 Anza St,1.0,Sidewalk: Curb side : Cutout,Private,1/25/2012,2.0,,37.77735929,-122.5041321
92644,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1122 Green St,2.0,Sidewalk: Curb side : Cutout,Private,9/4/2009,4.0,,37.79847558,-122.4177423
97892,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,401x Russia Ave,1.0,Sidewalk: Curb side : Cutout,Rec/Park,3/2/2010,8.0,3x3,37.71982474,-122.43334
73543,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,160 Bernard St,1.0,Sidewalk: Curb side : Cutout,Private,8/19/1995,9.0,2x3,37.79624064,-122.4160689
86549,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1783 27th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,12/27/2006,3.0,3x3,37.75420223,-122.4851379
82568,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,215 Dublin St,2.0,Sidewalk: Property side : Cutout,Private,7/1/2009,3.0,3x3,37.71671326,-122.4277101
32508,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,707 Moultrie St,1.0,Sidewalk: Curb side : Cutout,Private,10/15/1996,11.0,,37.73588006,-122.4160269
86555,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1819 27th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,12/28/2006,5.0,3x3,37.75341084,-122.4850914
94815,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3837 Clay St,2.0,Sidewalk: Curb side : Cutout,Private,11/9/2010,3.0,3x3,37.7878681,-122.4560954
255375,Planning Code 138.1 required,Arbutus 'Marina' :: Hybrid Strawberry Tree,2699X Vicente St,1.0,Sidewalk: Curb side : Cutout,Private,5/15/2018,3.0,3x3,37.73828852,-122.4956215
89391,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1508 Anza St,1.0,Sidewalk: Curb side : Cutout,DPW,2/6/2008,3.0,3x3,37.77916303,-122.4643857
34668,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2001X Filbert St,1.0,Sidewalk: Curb side : Cutout,Private,7/28/1997,7.0,,37.79833119,-122.432785
11645,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,500X Junipero Serra Blvd,8.0,Sidewalk: Curb side : Cutout,DPW,1/18/2008,3.0,2x2,37.72874601,-122.472144
26135,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1500 Oakdale Ave,5.0,Sidewalk: Curb side : Cutout,DPW,4/4/2014,3.0,5x5,37.73362161,-122.3884874
86540,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1723 27th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,12/27/2006,3.0,3x3,37.75527675,-122.4852136
47511,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,54X Cayuga Ave,2.0,Sidewalk: Curb side : Cutout,Private,5/14/2002,10.0,3x3,37.73155069,-122.429634
71614,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,656 39th Ave,2.0,Sidewalk: Curb side : Cutout,Private,10/14/1995,9.0,,37.77645827,-122.4994471
47884,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1422 45th Ave,2.0,Sidewalk: Curb side : Cutout,Private,6/19/2002,5.0,,37.76001966,-122.504746
94865,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,30 Gladstone Dr,1.0,Sidewalk: Curb side : Cutout,Private,11/19/2010,2.0,3x2,37.73087902,-122.4202556
258143,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1571 35th Ave,3.0,Sidewalk: Curb side : Cutout,DPW,7/31/2017,3.0,,37.75776479,-122.4939861
30115,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,400X Brotherhood Way,9.0,Sidewalk: Curb side : Cutout,DPW,3/10/2007,3.0,,37.71153939,-122.4630663
256610,Planning Code 138.1 required,Arbutus 'Marina' :: Hybrid Strawberry Tree,80 Terra Vista Ave,2.0,Sidewalk: Curb side : Cutout,Private,11/7/2018,3.0,3x3,37.78152307,-122.4433312
89650,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3049X Anza St,1.0,Sidewalk: Curb side : Cutout,DPW,4/18/2008,3.0,3x3,37.77825058,-122.4812253
29203,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2002X 41st Ave,15.0,Sidewalk: Curb side : Cutout,DPW,3/18/2006,3.0,3X3,37.74938507,-122.4996918
68220,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,277 16th Ave,1.0,Sidewalk: Curb side : Cutout,Private,6/24/2000,4.0,,37.78284538,-122.4753415
37207,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1626 32nd Ave,2.0,Sidewalk: Curb side : Cutout,Private,6/12/1998,8.0,,37.75684612,-122.4905618
25413,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,895X Mansell St,3.0,Sidewalk: Curb side : Cutout,Rec/Park,7/28/1996,3.0,3X3,37.71906413,-122.4098071
86056,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1523 28th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,6/26/2014,3.0,3x3,37.75895409,-122.4865495
33262,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1421 Vicente St,1.0,Sidewalk: Curb side : Cutout,Private,11/13/1996,4.0,,37.73895974,-122.4820921
11212,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1001X Ingalls St,10.0,Sidewalk: Curb side : Cutout,DPW,1/14/2016,3.0,4X3,37.73106515,-122.3794833
89627,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3645X Anza St,3.0,Sidewalk: Curb side : Cutout,DPW,3/21/2008,3.0,3x3,37.77799202,-122.4872161
92643,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1122 Green St,1.0,Sidewalk: Curb side : Cutout,Private,9/4/2009,5.0,,37.7984803,-122.4177139
47801,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,45 Escondido Ave,2.0,Sidewalk: Curb side : Cutout,Private,6/12/2002,7.0,,37.73472276,-122.4897893
95744,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,587 Lisbon St,2.0,Sidewalk: Curb side : Cutout,Private,9/7/2011,1.0,3x3,37.71907611,-122.4357178
87611,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,800X Junipero Serra Blvd,10.0,Sidewalk: Curb side : Cutout,DPW,9/3/2014,3.0,3x3,37.72420094,-122.4723634
86350,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2409 25th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,12/18/2006,3.0,3x3,37.74245107,-122.4821745
76380,Undocumented,Arbutus 'Marina' :: Hybrid Strawberry Tree,2111 Harrison St,1.0,Sidewalk: Curb side : Cutout,Private,3/19/1994,18.0,,37.76382069,-122.4128895
50209,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,779@ BALBOA 27th Ave,1.0,Sidewalk: Curb side : Cutout,Private,8/21/2003,7.0,,37.77478276,-122.4865876
80734,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,70 Tucker Ave,1.0,Sidewalk: Curb side : Cutout,Private,11/16/2002,2.0,,37.7157167,-122.4050221
89460,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3542 Anza St,1.0,Sidewalk: Curb side : Cutout,DPW,3/21/2008,3.0,3x3,37.77816404,-122.4863768
78283,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,777 Cayuga Ave,1.0,Sidewalk: Curb side : Cutout,Private,7/29/2000,10.0,,37.72563131,-122.4375861
11824,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,1299X Junipero Serra Blvd,14.0,Sidewalk: Curb side : Yard,PUC,3/13/2013,2.0,3,37.71457037,-122.4715256
255476,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,3099 California St,,:,Private,5/25/2018,3.0,,37.78739018,-122.4453418
25761,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1598 Geneva Ave,1.0,Sidewalk: Curb side : Cutout,DPW,1/15/1997,7.0,6x3,37.71215936,-122.4297947
51267,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,754 15th Ave,1.0,Sidewalk: Curb side : Cutout,Private,8/18/2004,9.0,,37.7738652,-122.4734079
86538,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1711 27th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,12/27/2006,3.0,3x3,37.75549165,-122.4852288
42871,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2555 32nd Ave,1.0,Sidewalk: Curb side : Cutout,Private,7/3/2000,3.0,,37.7395595,-122.4894924
204904,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,130 Westwood Dr,1.0,Sidewalk: Curb side : Cutout,Private,4/23/2003,4.0,Width 2ft,37.72825461,-122.4590429
90825,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3001 Cabrillo St,4.0,Sidewalk: Curb side : Cutout,DPW,4/7/2008,3.0,3x3,37.77405906,-122.4909728
86165,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1351 24th Ave,3.0,Sidewalk: Curb side : Cutout,Health Dept,1/19/2007,3.0,3x3,37.76229918,-122.4824812
86354,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2443 25th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,12/18/2006,3.0,3x3,37.7419552,-122.4821413
11751,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,700X Junipero Serra Blvd,34.0,Median : Cutout,DPW,3/9/2013,3.0,2X2,37.72541252,-122.4723606
